"cond","SID","survey_name","item","value","article_number","content","article_cond"
"self","s499","comment","1","so much of oil content in that deli meats so I think it is bad for health",28,"health","self"
"social","s502","comment","1","This article is about the children's menu and healthy eating suggestions for children.",2,"health","control"
"self","s504","comment","1","This article matters to me personally because I believe climate change is a very serious issues that the world needs to take more seriously. It's going to impact our world in ways that the future, our children, will have to deal with.",59,"climate","self"
"social","s505","comment","1","This article discusses how cooking will affect nutrients levels in tomatoes and spinach.",42,"health","control"
"social","s506","comment","1","This talks about why people who don't know much about GMOs are against them.",102,"health","control"
"self","s507","comment","1","using good bacteria to aid in weight loss.",74,"health","control"
"self","s512","comment","1","How to move away from using platics",55,"climate","control"
"social","s513","comment","1","I have friends and family members who struggle with their weight and this may be helpful information for them",74,"health","social"
"self","s514","comment","1","This is impportant as we all have to clean our homes!",47,"climate","self"
"self","s515","comment","1","Arctic National Wildlife Refuge is an helpful development to the oil and gas exploration.",61,"climate","control"
"social","s516","comment","1","This article about weather condition prediction",91,"climate","control"
"social","s517","comment","1","The Article is about wind turbine",1,"climate","control"
"self","s520","comment","1","Article is about an increase in the risk of staph skin infection in people who took statins.",80,"health","control"
"self","s522","comment","1","My friend Dave has had trouble with Kidney stones in the past. I would pass this on to him.",46,"health","self"
"self","s526","comment","1","This is so true! I sleep with my dog too.",38,"health","control"
"self","s527","comment","1","Pharoahs tried to increase grain production but failed",37,"climate","control"
"social","s529","comment","1","This article says that we eat more when we exercise.",78,"health","control"
"self","s530","comment","1","meat is not a safe food for humans",52,"health","self"
